# DISTRIBUCION POR FACTURACION
# > 100M €: 1 empresa
# 25M-100M €: 2 empresas
# 5M-25M €: 13 empresas
# 500K-5M €: 126 empresas
# < 500K €: 442 empresas
# Total: 584 empresas
nombre
Aracivil Sociedad Limitada
Aragon Festivals Group Sl
Aragon Urbana 3000 Sociedad Limitada
Aragonesa De Diseño Industrial Y Desarrollo Tecnologico Sociedad Limitada
Aragonesa De Frutas Y Patatas Sociedad Limitada
Aragonesa Management Sociedad Limitada
Aramburo Vilches
Aramburo-vilches Sociedad Limitada
Aramerx Export Sociedad Limitada
Arboreum
Area De Hosteleria Y Restauracion Sl
Area De Servicio San Antonio Sl
Area Historica Calatayud Sl
Arenas Martinez Dequel Sociedad Limitada
Aria
Aridos De Ribota Sl
Aridos Y Hormigones Cortes Sl
Aridos Y Hormigones Cortes Sl Y Contratas E Ingenieria Sa Union Temporal De Empresas Ley 18 1982 De 26 De Mayo
Armantes Sal
Armeria Calatayud S.c
Armonsa Sociedad Limitada
Arnillas Blasco
Arribas Vision Sl
Arsenio Santos Pinilla Sl
Arteayud Sociedad Limitada
Articulos Populares Y Almacenamientos Sl
Arturo Gines S.c
Asador San Ramon Sl
Asdama 2020 Sl
Asesoramientos Industriales Prez Sl
Asesoria Alvira Sl
Asesoria Centro De Calculo Sl
Asesoria Extra Sociedad Limitada
Asesoria Inigo Sl
Asesoria Laboral Alfonso Tejero S.l
Asesoria Laboral Fiscal Y Contable Ale Sl
Asesoria Laboral Fiscal Y Contable Ale Sociedad Limitada
Asesoria Vicor 1992 Sociedad Limitada
Asoc Artistica Mariano Rubio
Asoc Bilbilis Asoc De Amigos De Bilbilis Y Del Mus
Asoc Cultural Sofa Bemol
Asoc De Ayuda Al Tercer Mundo Jose Antonio Marin Jimenez
Asoc De Empresarios De Comercio Y Servicios De Calatayud Y Comarca
Asoc De Gimnasia Calatayud
Asoc Grupo Cultural Imago Mundi
Asoc Para La Cooperacion En El Desarrollo Rural De
Asoc Socio Cultural Y Deportiva Multisports Jr
Asoc Sociocultural Audioayud
Asrenergy 2030 Sociedad Limitada
Aster Investments Sociedad Limitada
Ataraxial Sl
Augusta Explotaciones Sa
Augusta Golf Calatayud Sl
Augusta Jardin Sl
Augusta Viveros Sl
Auto Escuela Carsam Sl
Auto Escuela Piqueras Sl
Auto Lavado La Carpa S.c
Auto Repuestos Jalon Sl
Autocares Ijara Sociedad Limitada
Auto-electricidad Jesma Sociedad Limitada
Autoescuela Bilbilis Sl
Autoescuela Jalon Sl
Auto-escuela San Roque Sociedad Limitada
Automaticos Moncayo Sl
Automocion Ceiba Sociedad Limitada
Automoviles Delpon Sociedad Limitada
Automoviles Hermanos Oroz Sl
Automoviles J.r.a. Sociedad Limitada
Autoserum Sl
Autotalleres Ramos Sl
Auve 231 Sl
Avalon2006 Sociedad Limitada
Avantgarde Profesional Sl
Avefutura Sal
Ayud 2000 Hostelera Sl
Ayud Servicios Hosteleros Sociedad Limitada
Ayud Viajes Sl
Ayudcalat 18 Sociedad Limitada
Ayudfest Sociedad Limitada
Ayuntamiento De Calatayud
B S M 99 Servicios Sl
Badesa Guillen Sociedad Civil Profesional
Badesa-guillen S.c. Profesional
Balcon De Calatayud Sl
Ballestas Jalon Sociedad Limitada
Bar Cafeteria La Serna Sl
Bar Churreria Miñana Sociedad Limitada En Liquidacion
Bar Enru Sl
Bar La Ronda Sl
Barvariado Sociedad Limitada
Baston Shoes Sl
Belu Calzados Sl
Bemayud Sl
Bendicho Lallana C.b
Benedi Luna C.b
Benedi Y Lopez Sl En Liquidacion
Benito Sanchez Sl
Bernal Ayud Sl
Besansa Alimentacion 1934 Sl
Bianco 2015 Sociedad Limitada
Bienes Patrimoniales Augusta Sociedad Limitada
Bikiny's Calatayud Sociedad Limitada
Bilbilandia Sl En Liquidacion
Bilbilis Ayud Sociedad Limitada
Bilbilis Converting Sl
Bilbilis Hostelera Sl
Bilbilis Restauracion Sociedad De Responsabilidad Limitada
Bilbilis Salmantica Sociedad Limitada
Bilbilitana De Aluminios Sll
Bilbilitana De Aragon Sociedad Limitada
Bilbilitana De Automocion Sa
Bilbilitana De Catering Sociedad Limitada
Bilbilitana De Construccion Y Arquitectura Sociedad Limitada
Bilbilitana De Demoliciones S.l
Bilbilitana De Transporte Y Gestion Sociedad Limitada
Bilbilitana De Transportes Sl
Bilbinvest Sociedad Limitada
Bilbipaz Sl
Bilbitel S.r.l
Bilbitrader Sociedad Limitada
Bilbizamoranos Sll
Bimba Estilistas Sl
Bodegas Langa Hermanos Sl
Bombeos Especiales De Aragon Sociedad Limitada
Brane 2025 Sl
Bretos&andres Abogados Sociedad Civil Profesional
Brezo Setas Sl
Brizara Sl
Bufalo Capital Time Sl
Buil Climatizacion Sociedad Limitada
Buloski Sociedad Limitada
Bus-jasa Sociedad Limitada
Butano Ormad Sl
Butikoweb Sociedad Limitada
C P Calle Baja Del Sepulcro Nº 3
C P Ps Sixto Celorrio 20
C P San Anton 7
C P Santander Mediterraneo 17
C.p. Calle Salesas 2-4-6
C.p. Cortes De Aragon 8 Y Justo Navarro 2
C.p. Plaza Bardaji 5 De Calatayud
C.p. Residencial Galapagos
C.p. Rincon De La Neveria 6 Y 8
C.p. Santander Mediterraneo 19 Y 21 De Calatayud
C.p. Sixto Celorrio 49 Y 51
C.p.calle Buenaire 2
Caballero Logistica Y Transporte Sociedad Limitada
Caballero Tomey C.b
Cabes San Jorge Sl
Cad Prop Av Pascual Marquina 12
Cafeteria Bar Estacion Bilbilitana Sociedad Limitada
Cafeteria Munich Sl
Caja De Ahorros De Salamanca Y Soria Sucursal De Zaragoza -calatayud-
Caja Rural De Aragon S.coop. De Credito Sucursal De Calatayud
Caja Rural Del Jalon Sociedad Cooperativa De Credito Sucursal De Calatayud Urbana 1
Caja Rural Del Jalon Sociedad Cooperativa De Credito, Sucursal De Calatayud
Calatayud Green Sociedad Limitada
Calatayud Hotelera 2000 Sl
Calatayud Servicios Empresariales Sl
Calatayud Virtual Sl
Calejero Soria Sociedad Limitada
Calzados La Charluca Sl
Calzados La Dehesa Sl
Calzados Maine Sl
Camiones Y Maquinaria O.p. Uriarte Sociedad Limitada
Campella Breanna Sl
Canteras Restauraciones Y Obras Sociedad Limitada
Capuchinas Convento Inmaculada Concepcion Calatayud
Carbones Y Gasoleos Daniel Garcia Sl
Carlos Guillen Y Otros C.b
Carlos Julian Gallego Sl
Carlos Munilla Slp
Carlos Y Elidio Guillen Serrano C.b
Carnicer Guiu Sl
Carniceria Calatayud S.c
Carniceria Comarcal Sociedad Limitada
Carniceria Hallal Al-ihsan S.c
Carniceria Hermanos Gil Sl En Liquidacion
Carniceria Riki S.c
Carnicerias Martinez Enguid Sociedad Limitada
Caro Calatayud C.b
Carpinteria Angel Hernandez Sl
Carpinteria Aure Sociedad Limitada
Carpinteria Bilbilis Sl
Carpinteria Hnos Pinilla Rubio Sl
Carpinteria Noyer Sociedad Limitada
Carpinteria Ribota Fyl Sll
Carpisantos S.l
Carramolina Sl
Carrocerias Serrano Sl
Cartoayud Sl Envases Y Embalajes Del Carton
Cartojalon Sociedad Limitada
Casa Escartin Desde 1977 Sociedad Limitada
Casas De Madera Calatayud Sl
Casas Pasivas Dbosch Sl
Casmelendo Sl
Castillo Calatayud Sociedad Limitada
Casting Aragon Sociedad Limitada
Catalomaragata Sociedad De Responsabilidad Limitada
Catering Mas C Sociedad Limitada
Cazuher Sl
Ccomunidad De Porpietarios Avda.zaragoza 9 Via Dueville 29-31
Cdad Prop Arquitecto Medarde 13-15-17 De Calatayud
Cdad Prop Arquitecto Medarde 4
Cdad Prop Av Diputacion 7 Y Siguientes
Cdad Prop Av Lopez Landa 1 Calatayud
Cdad Prop Av Pascual Marquina 3 Calatayud
Cdad Prop Av Pascual Marquina 5 Calatayud
Cdad Prop Av S Juan El Real 12
Cdad Prop Av Zaragoza 2 Calatayud
Cdad Prop Av Zaragoza 3 Calatayud
Cdad Prop Av. Pascual Marquina 9-bl2
Cdad Prop Avda Baron De Warsage Nº1
Cdad Prop Avenida San Juan El Real 2
Cdad Prop Baron De Warsage 14
Cdad Prop Baron De Warsage 24 Edificio Gracian
Cdad Prop Baron De Warsage 24a
Cdad Prop Baron Warsage - Via Dueville 2
Cdad Prop Barrio Nuevo 7
Cdad Prop Blas Y Ubide 8 Triplicado
Cdad Prop Calle Barrera Nº 1
Cdad Prop Calle Buen Aire 5
Cdad Prop Calle Manuela Sancho 1a-1b
Cdad Prop Calle Santa Maria 7-9-11 (en Constitucion)
Cdad Prop Ccl Dominicos Num 4
Cdad Prop Cl Arquitecto Medarde Num 2
Cdad Prop Cl Barranco Soria 32-34
Cdad Prop Cl Coral Bilbilitana Num 10-12 De Calatayud
Cdad Prop Cl Dominicos 6 De Calatayud
Cdad Prop Cl Donantes De Sangre 4
Cdad Prop Cl Donantes De Sangre 6
Cdad Prop Cl Emilio Gimeno C-15 2 Calatayud Zaragoza
Cdad Prop Cl Emilio Jimeno 11 Calatayud
Cdad Prop Cl Emilio Jimeno 13 Calatayud
Cdad Prop Cl Emilio Jimeno 17 Calatayud
Cdad Prop Cl Emilio Jimeno 7 Calatayud
Cdad Prop Cl Glen Ellyn 1 Calatayud
Cdad Prop Cl Glen Ellyn 7 Calatayud
Cdad Prop Cl Herrer Y Marco 8 - Cl Cuartelillo 2 De Calatayud
Cdad Prop Cl Huesca 2
Cdad Prop Cl Huesca Nº 4 De Calatayud
Cdad Prop Cl Jardines Calatayud
Cdad Prop Cl Justo Navarro 3 Calatayud
Cdad Prop Cl Luis Guedea 4 De Calatayud
Cdad Prop Cl M Puy 13 Calatayud
Cdad Prop Cl Margarita 12 Calatayud
Cdad Prop Cl Olvido 8. De Calatayud
Cdad Prop Cl P Claret 1
Cdad Prop Cl P Claret 3 Calatayud
Cdad Prop Cl Paciencia 6 Calatayud
Cdad Prop Cl Rua Dato 9 Calatayud
Cdad Prop Cl Rubio Vergara 10 Calatayud
Cdad Prop Cl Rubio Vergara 5 Calatayud
Cdad Prop Cl San Anton 2 (en Constitucion)
Cdad Prop Cl San Miguel 3
Cdad Prop Cl Sierra Del Moncayo Num 93
Cdad Prop Cl. Bañuelo De Calatayud
Cdad Prop Cr Valencia 11a 11b Y 11c En Constitucion (en Constitucion)
Cdad Prop Cr Valencia 123 De Calatayud
Cdad Prop Cr. Madrid 26
Cdad Prop Crtra. Madrid 28 De Calatayud
Cdad Prop Ctra Madrid Nº 26 Bis 'en Constitucion' (en Constitucion)
Cdad Prop Dato 91-93
Cdad Prop Donantes De Sangre Nº 5
Cdad Prop Ed Cristal Pz Fuerte 13 Calatayud
Cdad Prop 'edificio Lombana'
Cdad Prop Emilio Gimeno 22
Cdad Prop Explanada De La Estacion Num 15
Cdad Prop Herrer Y Marco 28
Cdad Prop Herrer Y Marco 3- Desengaño 5
Cdad Prop Jardines 9
Cdad Prop Juan Cruz Melero 4-6-8
Cdad Prop Juan Pablo Ii Nº3
Cdad Prop Juan Pablo Ii, Nº 1 De Calatayud
Cdad Prop Jusepe Leonardo Chabacier
Cdad Prop Justo Navarro 1 De Calatayud
Cdad Prop La Redonda
Cdad Prop Leonardo Chavacier 11 13 15 Y Juan Cruz Melero 10
Cdad Prop Madre Puy N 1
Cdad Prop Manuela Sancho 3 Abc
Cdad Prop Manuela Sancho 5a 5b
Cdad Prop Paciencia N 8
Cdad Prop Palacio San Jose
Cdad Prop Pascual Marquina 9 - G H I J K
Cdad Prop Pascual Marquina 9 Bl. 3
Cdad Prop Paseo San Nicolas De Francia
Cdad Prop Pl Ballesteros, Num 6 De Calatayud
Cdad Prop Pl San Nicolas De Francia Num18 De Calatayud
Cdad Prop Plaza Ballesteros 9 De Calatayud
Cdad Prop Plaza Carmelitas 1 A 4
Cdad Prop Plaza Carmelitas 5 6 Y 7
Cdad Prop Plaza Del Fuerte De Calatayud
Cdad Prop Plaza Del Sepulcro N-1
Cdad Prop Plaza Jolea 4 De Calatayud
Cdad Prop Plaza San Francisco 3
Cdad Prop Plazuela Del Sepulcro 2 En Constitucion (en Constitucion)
Cdad Prop Ps Cortes De Aragon 19 De Calatayud
Cdad Prop Ps Cortes De Aragon Num 12 Decalatayud
Cdad Prop Ps Fernando El Catolico Num 16 De Calatayud
Cdad Prop Ps Fernando El Catolico Num 6de Calatayud
Cdad Prop Ps San Nicolas De Francia Num6-8 De Calatayud
Cdad Prop Ps Sixto Celorrio 15 Calatayud
Cdad Prop Ps Sixto Celorrio 32 Calatayud
Cdad Prop Ps Sixto Celorrio Num 36 De Calatayud
Cdad Prop Pz Ballesteros 4 Y Teatro 3
Cdad Prop Pz España 27-28 29
Cdad Prop Pz Joaquin Costa 11
Cdad Prop Pz Marcial 3 Bis
Cdad Prop Pz Primo Rivera 7 (en Constitucion)
Cdad Prop Pza Del Carmen Nº 3
Cdad Prop Ronda Campieles 2-4 De Calatayud (en Constitucion)
Cdad Prop Ronda Puente Seco 28
Cdad Prop Rua Dato 35
Cdad Prop Rua De Dato 41 Y Vicente De La Fuente 6
Cdad Prop S Anton 4 Y Buenaire 1
Cdad Prop San Nicolas De Francia 16
Cdad Prop San Nicolas De Francia 19 Y 21
Cdad Prop Santander-mediterraneo 7a
Cdad Prop Sixto Celorrio 12 - Angular Donantes De Sangre 2
Cdad Prop Sixto Celorrio,27
Cdad Prop Subida Peña 6 - Ronda Puente Seco 5a-5b (en Constitucion)
Cdad Prop Teruel 5 Y Monton 2 A
Cefarad Sl
Celtiberia Domus Sl En Liquidacion
Central Agricola Del Jalon Sl
Central By My Way Sociedad Limitada
Central De Servicios Funerarios Bilbilitanos Sl
Centro Contable Para La Administracion De Empresas Sl
Centro De Analisis Visual Sl
Centro De Calculo Calatayud Sl
Centro De Estudios Marcial Sl
Centro De Estudios Y Desarrollo Tecnologico Sl
Centro De Formacion Polo Sociedad Limitada
Centro Medico Calatayud Sl
Centro Uned De Calatayud
Centro Veterinario Calatayud S.c
Centro Veterinario Calatayud Sociedad Civil Profesional
Ceramicas Bilbilis Sl
Ceramicas De Calatayud Sa
Ceramicas Luis Martinez E Hijos Sl
Ceramicas Martinez Materiales De Construccion Sl
Cerezas San Gregorio Sociedad Limitada
Certi Forma Sociedad Limitada
Cerveceria El Fuerte Sociedad Limitada
Cerveceria Jorge Sl
Cerveceria Sevillalena S.l
Charol Boutique Sociedad Limitada
Chemistry & Engineering Group Sl
Chill Out Y Climatizacion Sociedad Limitada
Chinela Piel Sociedad Limitada
Cisa Cerraduras Sa
Clandesfab Sociedad Limitada
Claudia Natural Fruit Sociedad Limitada
Claudio Ruiz E Hijos Sociedad Limitada
Climayud S.c
Climayud Sociedad Limitada
Clinica Dental Bilbident Sociedad Civil Profesional
Clinica Dental Doctor Aldea Sociedad Limitada Profesional
Clinica Dental Dr. Julvez Slp
Club De Padel Augusta Sl
Club Deportivo Inclusport
Club Deportivo Taekwondo Calatayud
Club Jiu Jitsu Calatayud
Cn Calatayud Sociedad Limitada
Cn Inmobiliarios Calatayud Sociedad Limitada
Cocina Hogar Y Baño Sociedad De Responsabilidad Limitada
Cocina Internacional Aragonesa Sociedad Limitada
Cocinados El Patues Sociedad Limitada
Cocinas Y Azulejos Bilbilis Sl
Colegio Hh De Santa Ana En Calatayud Hhde La Caridad De Santa Ana Provincia Nuestra Señora Del Pilar
Columbia Inversiones Y Obras Srl
Com Prop Madre Puy 8
Com. Prop. Benito Vicioso Num. 4
Com. Prop. Pl España 15 Y Rua Dato 54 Y 56 De Calatayud
Com. Propietarios Ramon Y Cajal, 3-5
Com. Propietarios San Francisco, 8-9-10
Com. Propietarios Sixto Celorrio 41-47
Com.prop. Glen Ellyn 13 Y Dueville 21 Y 23
Com.prop. Urbanizacion Valdearenas
Comercial De Moquetas Y Tapices Sl
Comercial Hermanos Espiago Sociedad Civil
Comercial Larpi Sl
Comercial Sierra S.c
Comercial Upev Exportaciones Sl
Comercial Villalba De Refrigeracion Sl
Comercio Oriental Jinhua Pan Sl
Compañia De Promocion Municipal Y Social Compromyso Sociedad Limitada
Competitive Intelligence Network For Benchmarking Sl
Complejo Aragon Sociedad Limitada
Complejo Funerario Bilbilis Sociedad Limitada
Componentes Auxiliares Merida Sl
Compre Facil Sa En Liquidacion
Comunicacion Calatayud Sl
Comunicaciones Del Jalon Sl
Comunidad De Propietario Ronda Campieles 21
Comunidad De Propietarios Benito, 8 Y Doctor Fleming, 6
Comunidad De Propietarios, Cortes De Aragon 4
Comunidad De Regantes De Calatayud
Comunidad General Edificio Congreso De Calatayud
Comunidad Propietarios Edificio San Benito De Catatayud
Comunidades Augusta Bilbilis Sl
Concesiones De Transportes Urgentes Sl
Concor 97 Sociedad Limitada
Condor Cd Sl
Condor Duplicacion Sociedad Limitada
Confecciones Arrue-navarro Sl
Confecciones Hurtado Sociedad Limitada
Confecciones Juan Alaya Sociedad De Responsabilidad Limitada
Confiteria Bilbilis Sl
Congregacion De Las Hermanitas De Los Ancianos Desamparados
Conmadera 2013 Sociedad Limitada
Connexa Sostenibilidad Y Digitalizacion Sociedad Limitada
Conscubema Sl
Consejo Regulador De La Denominacion Deorigen Calatayud
Conservacion De Pieles Sl
Conservas Falaguera Sociedad Limitada
Conservas Lazaya Frutas Y Dulces Sa
Consmelendo Sociedad Limitada
Construccion Promocion Licitacion Sl
Construcciones Arobilyud Sl
Construcciones Ayud-gallego Sl
Construcciones David Torres Sl
Construcciones Delso Ibañez Sl
Construcciones Encofrados Y Contratas Aragonesas Sl
Construcciones Hernandez Benedi Sl
Construcciones Herreros Enecoiz S.l
Construcciones Hijos De Garcia Grimal Sl
Construcciones Jarayud Sociedad Limitada
Construcciones Jose A. Bañeres Sociedad Limitada
Construcciones Jose Luis Sanchez Jaraba Sl
Construcciones Leliuga Sociedad Limitada
Construcciones Leon-dacian S.l
Construcciones Maria Marchis Sl
Construcciones Martin Bilbilitana Sociedad Limitada
Construcciones Megilsa S.l
Construcciones Melendo Hermanos Sl
Construcciones Metalicas Ayud Sl
Construcciones Millan Roy Sociedad Limitada
Construcciones Miñana Gil Sociedad Limitada
Construcciones Octavio E Hijos Sociedad Limitada
Construcciones Puente Argal Sl
Construcciones Ropsen Sl
Construcciones Ruiz Blasco Sl
Construcciones Torrebilbilis Sl
Construcciones Y Contratas Cortes Sl
Construcciones Y Contratas Hnos Tomas Garcia Sociedad Limitada
Construcciones Y Maquinaria Jalon Sociedad Limitada
Construcciones Y Obras Tomey Sociedad Limitada
Construcciones Y Torres De Calatayud Sl
Construcciones Zorraquin Gimeno Sl
Construmisa Sl
Consulting Calatayud Sl
Consultoria Financiera Hipocredit Sl
Contratas Y Servicios Calatayud Sociedad Limitada
Copinsa Calatayud Sociedad Limitada
Cora Continental Sociedad Limitada
Corner San Iñigo Sociedad Limitada
Correduria De Seguros Augusta Bilbilis Sa
Cortinajes Adriano Sociedad Civil
Cortinajes Visman Sociedad Limitada
Cortinas Style & Colour Sl
Cosme Y Maestro Sociedad Limitada
Costa Calatayud Sl
Costelo 2025 Sociedad Limitada
Crisbeal Hosteleria Sl
Cristaleria Alejandre Sociedad Limitada
Cristaleria La Peña S.c
Crosscalatayud Sociedad Limitada
Cruz Ruta Segura Sociedad Limitada
Ctd Operador Logistico Sl
Cusary Fema Sociedad Limitada
D Y P 92 Inversiones Sl
Daniela Micut Construcciones Sl
Dankolinder Arquitectura Y Paisajismo Slp
David Y Gonzalo Tello C.b
David Y Javier Martinez C.b
Dcl Montajes Sl
Decor Ayud Sl
Decoracion Lopez Artigas Sl
Decoraciones Bilbilis Sociedad Limitada
Decoraciones Pacheco S.c
Delpon Motor Sl
Delso Fertilizantes Blue Agro Sl
Delso Fertilizantes Grupo Sl
Denis Construcciones 2014 Sociedad Limitada
Deportes Nueve Sociedad Limitada
Deportes Pentatlon Sociedad Limitada
Desarrollo E Investigacion Medica Aragonesa Sl
Desinfecciones Calatayud Sociedad Limitada
Desper Sl
Dfincas Zaragoza Gestion Y Servicios Sociedad Limitada
Digital Business Time Sl
Dimca Ingenieria Y Servicios Sl
Dinamica En Expansion Sociedad Limitada
Dis Rest 19 Sociedad Limitada
Discoteca Bakaña Sl
Diseño Difusion Carrascon Lallana Sl
Dismonton Sl En Liquidacion
Distri Bebidas 2000 Sa
Distribucion De Bebidas Santos Sl
Distribuciones Aragonesas De Bebidas Y Alimentacion Sociedad Limitada
Distribuciones Ivacri Sociedad Limitada
Distribuciones Muñoz Castiblanque Sl
Distribuciones Y Almacenajes Meljos Sl
Distribuciones Y Limpiezas Versan Sl
Ditrangas Sociedad Limitada
Dittolingua Sociedad Limitada
Doctores Forcada Lajusticia Sl
Dolina District Sl
Dominicas Residencial Sociedad Limitada
Domus Serfim Sl
Doñagueda Arco 2017 Sociedad Limitada
Dorin-ionel Sl
Drm Construccion Y Obras Civiles Sociedad Limitada
Durindana Sl
Dygamma International Spain Sa
E.g.v. Inmuebles Sl
Eal Consultores Comunidad De Calatayud Sociedad Limitada
Eco Panel Sociedad Limitada
Ecoayud Sociedad Limitada
Ecogreen Fitotecnia Sociedad De Responsabilidad Limitada
Ecoindustrial Aragon Sl
Ecologismo Y Promocion Sl
Ecosystem Arcos Y Roy Sl
Ecuayud Sl
Edical 2003 Sl
Edificio Warsage Sl
Edisep Xxi S.l
El Escoces Volante Sociedad Limitada
El Gran Enano Sl
El Real Estudio Fotografico Sl
El Viejo Ebanista Sll
Electricidad Alcu Sl
Electricidad L Torcal Sl
Electricidad Sierra Sl (disolucion)
Electricidad Tomey Sa
Electricidad Tomey Sa Y Electricidad Navarro Y Orera Sl Union Temporal De Empresas Ley 18-1982 De 26 De Mayo
Electricidad Vermon Sociedad Limitada
Electricidad Y Bobinados Domingo Sociedad Limitada
Electricidad Y Montajes La Muela Sociedad Limitada
Electrocalatayud Sl
Electrodomesticos Angel German Sl
Electrodomesticos Calatayud Sl En Liquidacion
Electrodomesticos German Sl
Electrotecnia Y Climatizacion Sociedad Limitada
Elevaragon Sociedad Limitada
Elmeg Iberica Sl
Eloil Sl
Eltriocbdera Sociedad Limitada
Elvirin Y Mariceli Sl
Embalajes Y Bolsas Veron Sl
Embutidos Caseros De Aragon Sl
Embutidos La Dolores S.l
Emver Embalajes Sl
Energetica Calatayud S.l
Energias Renovables De Calatayud Sociedad Limitada
Energias Tofalap Sociedad Limitada
Energy Lavimar Sl
Enocoa Sociedad De Responsabilidad Limitada
Erm&rsa De-tot Sociedad Limitada
Escribano Mateo Sociedad Limitada
Escuela De Futbol Base Calatayud
Escuela De Golf Calatayud Sociedad Limitada
Esculturas Moreno Cutando Sociedad Limitada
Espectaculos Revuelto Y Sanz Sl
Esperanza Sara Y Francisco Farrer C.b
Estacion 8 Sociedad Limitada
Estructuras Y Encofrados Fenix Sociedad Limitada
Estructuras Y Obras Carlos Franco Sl
Estructuras Y Obras Carlos Franco Sl Y Electricidad Navarro Y Orera Sl Union Temporal De Empresas Ley 18-1982 De 26 De Mayo
Estudio Arquiygram De Arquitectura Y Urbanismo Sociedad Limitada Profesional
Estudio Desarrollo Calatayud Sociedad Limitada
Eurodental Gestion Sociedad De Responsabilidad Limitada
Exclusivas Bell Sl
Exclusivas Jesan Sl
Explotaciones Agrovicor Sociedad Limitada
Explotaciones Foster Sl
Explotaciones Hosteleras De Calatayud Sociedad Limitada
Explotaciones Nutrisol Sociedad Limitada
Export-lozano Sociedad Limitada
Extracciones De Caolin Sociedad Limitada
Eyro Operadores Sl
Fabrica De Calzados Calatayud Sl
Fabrica De Camisas Sl
Fabricantes Dulces N. C. A Sociedad Limitada
Factoria Resort Sociedad Limitada
Factory Complementos Sociedad Limitada
Familia Bilbilitana Sl
Familia Palcosher Sociedad Limitada
Familia Paricio Torra C.b
Farmapablo
Faserma Gestion Sociedad Limitada
Fast Belle Sociedad Limitada
Fermer Informatica De Calatayud Sociedad Limitada
Ferreteria Collado Sl
Ferreteria La Soriana Sl
Fertideyco Sl
Fincas Bilbilis Sl
Fincas Jalon S.l
Fincas Larriba Laguna Sociedad Limitada
Fincas Moscatel Sl
Fisioestetica Hermanas Martinez Sl
Fitos Jm Temprado Sociedad Limitada
Flores Tello S.c
Fonduq Comercio Y Gestion Sociedad Limitada
Fonduq El Pilar Calatayud Sl
Fontaneria Jesus Sl
Fontaneria Y Saneamientos San Roque Sl
Foodplant Sa
Forte Duca Sl
Fortea Motor Garaje Sociedad Limitada
Foto Estudio Miret Sociedad De Responsabilidad Limitada Laboral
Foto Iberica Calatayud S.c
Fragmetal Calatayud Sociedad Limitada
Framidos Sl
Francisco Perez Muñoz E Hijos Sl
Franji Sl
Franji Sociedad Limitada Unipersonal Y Construcciones Jose Luis Sanchez Jaraba Sociedad Limitada Union Temporal De Empresas Ley 18-1982 De 26 De Mayo
Fransan Inversiones Sl
Frayub.inversiones Sociedad Limitada
Fresipesa Sl
Friclima Aire Acondicionado Sl
Frigorificos Ayud Sl
Frigorificos Bilbilitanos Sl
Frigorificos Jalon Jiloca Sa
Frioayud Sl
Fruit Innovation Hub Sociedad Limitada
Frumater Sl
Frupura Sociedad Anonima
Frutas Chueca Sl
Frutas Hijo De Antonio Hernandez Sl
Frutas J. C. Rausell S.c
Frutas Jesus Sl
Frutas Malava Sa
Frutas Marcuera Sl
Frutas Miguel Angel Gimeno Sl
Frutas Rausell Sl
Frutas Ribota Sociedad Limitada
Frutdos Sl
Fruteria Bilbilitana Sl
Fruveron Sl
Frv Connect Hub Sociedad Limitada
Fucsia Moda Sociedad Limitada
Fuelling Technologies Sl
Fundacion Familia Lavilla Monton
Funeraria Aguaviva Sl
Gabriel Ybarra Sl
